ALLURE HOMME SPORT EAU EXTRÊME,Eau de Parfum/EDP Vapo ,[100 ml - 3.4 oz],23563,3
ALLURE HOMME ,Eau de Toilette/EDT Vapo,[100 ml - 3.4 oz],21463,3
ALLURE HOMME EDITION BLANCHE ,Eau de Parfum/EDP Vapo,[100 ml - 3.4 oz],27463,3
ALLURE HOMME EDITION BLANCHE ,Bath Line/After Shave Lotion,[100 ml - 3.4 oz],27163,3
EGOISTE ,Eau de Toilette/EDT Vapo,[100 ml - 3.4 oz],14463,3
PLATINUM EGOISTE ,Eau de Toilette/EDT Vapo,[100 ml - 3.4 oz],24463,3
ANTAEUS ,Eau de Toilette/EDT Vapo,[100 ml - 3.4 oz],18463,3
POUR MONSIEUR ,Eau de Toilette/EDT Vapo,[100 ml - 3.4 oz],17467,3
Eyes,Les 4 Ombres/Tissé Camelia,[2.0 g - 0.12 oz],64202,1
Eyes,Les 4 Ombres/Tissé Vendôme,[2.0 g - 0.12 oz],64204,1
Eyes,Les 4 Ombres/Tissé Rivoli,[2.0 g - 0.12 oz],64226,1
Eyes,Les 4 Ombres/Tissé Cambon,[2.0 g - 0.12 oz],64228,1
Eyes,Les 4 Ombres/Tissé Jazz,[2.0 g - 0.12 oz],64244,1
Eyes,Les 4 Ombres/Candeur et Expérience,[2.0 g - 0.12 oz],64268,1
Eyes,Les 4 Ombres/Tissé Dimensions,[2.0 g - 0.12 oz],64272,1
Eyes,Les 4 Ombres/Codes Elegants,[2.0 g - 0.12 oz],64274,1
Eyes,Les 4 Ombres/Road Movie,[2.0 g - 0.12 oz],64288,1
Eyes,Les 4 Ombres/Splendeur et Audace,[2.0 g - 0.12 oz],64306,1
Eyes,Les 4 Ombres/Mystere et Intensite,[2.0 g - 0.12 oz],64304,1
Eyes,Les 4 Ombres/Clair-Obscur,[2.0 g - 0.12 oz],64308,1
Eyes,Les 4 Ombres/Quiet Revolution,[2.0 g - 0.12 oz],64312,1
Eyes,Ombre Premiere Powder/Blue Jean (satin finish) ,[2.2 g - 0.08 oz],76016,1
Eyes,Ombre Premiere Powder/Visone (mat finish) ,[2.2 g - 0.08 oz],76022,1
Eyes,Ombre Premiere Powder/Chocolate Brown (mat finish) ,[2.2 g - 0.08 oz],76024,1
Eyes,Ombre Premiere Powder/Noir Satin (satin finish) ,[2.2 g - 0.08 oz],76026,1
Eyes,Ombre Premiere Powder/Sable (satin finish) ,[2.2 g - 0.08 oz],76028,1
Eyes,Ombre Premiere Powder/Vibrant Violet (satin finish) ,[2.2 g - 0.08 oz],76030,1
Eyes,Ombre Premiere Powder/Bronze Antique (satin finish) ,[2.2 g - 0.08 oz],76032,1
Eyes,Ombre Premiere Powder/Poudre d'Or (metallic finish)  ,[1.5 g - 0.05 oz],76034,1
Eyes,Ombre Premiere Powder/Désert Rouge (metallic finish),[1.5 g - 0.05 oz],76036,1
Eyes,Ombre Premiere Powder/Electrum Lame,[1.5 g - 0.05 oz],51905,1
Eyes,Ombre Premiere Powder/Cuivre Lame,[1.5 g - 0.05 oz],51907,1
Eyes,Ombre Premiere Powder/Noir Lame,[1.5 g - 0.05 oz],51908,1
Eyes,Ombre Premiere Cream/Undertone,[4.0 g - 0.14 oz],76802,1
Eyes,Ombre Premiere Cream/Scintillance ,[4.0 g - 0.14 oz],76804,1
Eyes,Ombre Premiere Cream/Pourpre Profond,[4.0 g - 0.14 oz],76810,1
Eyes,Ombre Premiere Cream/Noir Pétrole,[4.0 g - 0.14 oz],76812,1
Eyes,Ombre Premiere Cream/Silver Pink,[4.0 g - 0.14 oz],76814,1
Eyes,Ombre Premiere Cream/Urban,[4.0 g - 0.14 oz],76818,1
Eyes,Ombre Premiere Cream/Memory,[4.0 g - 0.14 oz],76820,1
Eyes,La Base Paupieres/La Base Ombre A Paupieres,[6 g - 0.2 oz],80203,1
Eyes,Le Crayon Yeux/Noir Black,[1.0 g - 0.03 oz],81010,1
Eyes,Le Crayon Yeux/Brun Teak,[1.0 g - 0.03 oz],81020,1
Eyes,Le Crayon Yeux/Prune Noire,[1.0 g - 0.03 oz],81067,1
Eyes,Le Crayon Yeux/Vert Eden,[1.0 g - 0.03 oz],81087,1
Eyes,Le Crayon Yeux/Blue Jean,[1.0 g - 0.03 oz],81190,1
Eyes,Le Crayon Yeux/Brun-Cuivré,[1.0 g - 0.03 oz],81660,1
Eyes,Le Crayon Yeux/Gris Scintillant,[1.0 g - 0.03 oz],81690,1
Eyes,Stylo Ombre Et Contour/Bleu Nuit,[0.8 g - 0.03 oz],82202,1
Eyes,Stylo Ombre Et Contour/Electric Brown,[0.8 g - 0.03 oz],82204,1
Eyes,Stylo Ombre Et Contour/Nude Eclat,[0.8 g - 0.03 oz],82206,1
Eyes,Stylo Ombre Et Contour/Rouge Noir,[0.8 g - 0.03 oz],82208,1
Eyes,Le Sourcil de Chanel/Brun,[4 g - 0.13 oz],82553,1
Eyes,Le Gel Sourcils/Transparent,[6 g - 0.21 oz],82353,1
Eyes,Le Gel Sourcils/Brun,[6 g - 0.21 oz],82373,1
Eyes,Calligraphie de Chanel/Hyperblack,[4 g - 0.13 oz],83653,1
Eyes,Signature de Chanel/Noir,[0.5 ml - 0.02 oz],83753,1
Eyes,Stylo Sourcils Waterproof/Auburn,[0.27 g - 0.01 oz],83802,1
Eyes,Stylo Sourcils Waterproof/Blond Dore,[0.27 g - 0.01 oz],83804,1
Eyes,Stylo Sourcils Waterproof/Brun Profond,[0.27 g - 0.01 oz],83810,1
Eyes,Stylo Sourcils Waterproof/Ebene,[0.27 g - 0.01 oz],83812,1
Eyes,Les Beiges Eyeshadow/Naturelle Medium, [4.5 g - 0.02 oz] ,84183,1
Face,Les Beiges Palette Regard Belle Mine/Naturelle Ligth ,[4.5 g - 0.02 oz],84185,1
Face,Les Beiges Palette Regard Belle Mine/Naturelle Deep , [4.5 g - 0.02 oz] ,84188,1
Eyes,Ligne Graphique de Chanel/Noir Noir,[6 g - 0.21 oz],87113,1
Eyes,Le Crayon Khôl/Noir,[2.0 g - 0.07 oz],87610,1
Eyes,Stylo Yeux Waterproof/Cassis,[0.30 g - 0.01 oz],87833,1
Eyes,Stylo Yeux Waterproof/Noir Intense,[0.30 g - 0.01 oz],87883,1
Eyes,Stylo Yeux Waterproof/Ebène,[0.30 g - 0.01 oz],87913,1
Eyes,Stylo Yeux Waterproof/Espresso,[0.30 g - 0.01 oz],87923,1
Eyes,Stylo Yeux Waterproof/Fervent Blue,[0.30 g - 0.01 oz],87924,1
Eyes,Stylo Yeux Waterproof/Pacific Green,[0.30 g - 0.01 oz],87925,1
Eyes,Stylo Yeux Waterproof/Purple Choc,[0.30 g - 0.01 oz],87926,1
Eyes,Stylo Yeux Waterproof/Eros,[0.30 g - 0.01 oz],87928,1
Eyes,Stylo Yeux Waterproof/Mare-Chiaro,[0.30 g - 0.01 oz],87938,1
Eyes,Stylo Yeux Waterproof/Brun Agape,[0.30 g - 0.01 oz],87940,1
Eyes,Mascara Base/La Base Mascara,[6 g - 0.2 oz],90243,1
Eyes,Dimensions de Chanel/Noir,[6 g - 0.2 oz],90413,1
Eyes,Le Volume de Chanel/Noir,[6 g - 0.2 oz],91213,1
Eyes,Le Volume de Chanel/Blue Night,[6 g - 0.2 oz],91273,1
Eyes,Le Volume de Chanel/Écorces ,[6 g - 0.2 oz],91283,1
Eyes,Le Volume Revolution/Noir,[6 g - 0.2 oz],91713,1
Eyes,Le Volume de Chanel Waterproof/Noir,[6 g - 0.2 oz],94213,1
Eyes,Le Volume de Chanel Waterproof/Brun,[6 g - 0.2 oz],94223,1
Eyes,Inimitable/Noir - Black,[6 g - 0.2 oz],95713,1
Eyes,Inimitable/Noir - Brun,[6 g - 0.2 oz],95733,1
Eyes,Inimitable Waterproof/Noir,[6 g - 0.2 oz],92413,1
Eyes,Inimitable Intense/Noir,[6 g - 0.2 oz],95813,1
Eyes,Inimitable Intense/Brun,[6 g - 0.2 oz],95823,1
Face,Poudre Lumiere/Ivory Gold ,[9 g - 0.30 oz],30413,1
Face,Poudre Lumiere/Warm Gold,[9 g - 0.30 oz],30423,1
Face,Poudre Universelle Compact/Clair - Translucent 1,[15g - 0.53 oz],30523,1
Face,Poudre Universelle Compact/Naturel - Translucent 2,[15g - 0.53 oz],30533,1
Face,Poudre Universelle Compact/Doré - Translucent 3,[15g - 0.53 oz],30543,1
Face,Poudre Universelle Compact/Pêche,[15g - 0.53 oz],30553,1
Face,Poudre Universelle Libre/Clair - Translucent 1,[25 g - 0.8 oz],32094,1
Face,Poudre Universelle Libre/Naturel - Translucent 2,[25 g - 0.8 oz],32097,1
Face,Poudre Universelle Libre/Doré - Translucent 3,[25 g - 0.8 oz],32098,1
Face,Le Blanc de Chanel/Sheer Illuminating Base,[30ml - 1.0 oz.],32407,1
Face,Joues Contrastes/Brume D'Or - Mocha,[4 g - 0.13 oz],68035,1
Face,Joues Contrastes/Rose Glacier ,[4 g - 0.13 oz],68173,1
Face,Joues Contrastes/In Love,[4 g - 0.13 oz],68553,1
Face,Joues Contrastes/Pink Explosion,[4 g - 0.13 oz],68643,1
Face,Joues Contrastes/Rose Initiale,[4 g - 0.13 oz],68723,1
Face,Joues Contrastes/Frivole,[4 g - 0.13 oz],68763,1
Face,Joues Contrastes/Reflex,[4 g - 0.13 oz],68825,1
Face,Joues Contrastes/Rose Pétale,[4 g - 0.13 oz],68991,1
Face,Éclat Lumière/Beige Clair,[1.2 ml - 0.04oz],45623,1
Face,Éclat Lumière/Beige Rosé,[1.2 ml - 0.04oz],45633,1
Face,Éclat Lumière/Beige Moyen,[1.2 ml - 0.04oz],45643,1
Face,Ultra Le Teint Fluide/Beige 10,[30 ml - 1.0 oz],46152,1
Face,Ultra Le Teint Fluide/Beige 20,[30 ml - 1.0 oz],46154,1
Face,Ultra Le Teint Fluide/Beige 30,[30 ml - 1.0 oz],46156,1
Face,Ultra Le Teint Fluide/Beige 40,[30 ml - 1.0 oz],46158,1
Face,Ultra Le Teint Fluide/Beige 60,[30 ml - 1.0 oz],46162,1
Face,Ultra Le Teint Fluide/BD 21 (TR only),[30 ml - 1.0 oz],46166,1
Face,Ultra Le Teint Fluide/BD 31,[30 ml - 1.0 oz],46168,1
Face,Ultra Le Teint Fluide/BD 51,[30 ml - 1.0 oz],46172,1
Face,Ultra Le Teint Fluide/BD 91,[30 ml - 1.0 oz],46180,1
Face,Ultra Le Teint Fluide/BD 131,[30 ml - 1.0 oz],46188,1
Face,Ultra Le Teint Fluide/BR 12,[30 ml - 1.0 oz],46192,1
Face,Ultra Le Teint Fluide/BR 122,[30 ml - 1.0 oz],46202,1
Face,Ultra Le Teint Fluide/BR 152,[30 ml - 1.0 oz],46206,1
Face,Le Blanc Base /Rosée 10 - SPF 40,[30 ml - 1 oz],46916,1
Face,Le Blanc Base /Mimosa 20 - SPF 40,[30 ml - 1 oz],46926,1
Face,Sublimage Le Teint/Beige 30,[30 g - 1.05 oz],46663,1
Face,Sublimage Le Teint/Beige 40,[30 g - 1.05 oz],46673,1
Face,Sublimage Le Teint/Beige 50,[30 g - 1.05 oz],46683,1
Face,Sublimage Le Teint/Beige 21,[30 g - 1.05 oz],46693,1
Face,Sublimage Le Teint/Beige 60,[30 g - 1.05 oz],46833,1
Face,Vitalumière Cushion/Beige 10 - SPF 15 ,[14 ml - 0.47 oz],47323,1
Face,Vitalumière Cushion/Beige 20 - SPF 15,[14 ml - 0.47 oz],47333,1
Face,Vitalumière Cushion/Beige 30 - SPF 15 ,[14 ml - 0.47 oz],47353,1
Face,Perfection Lumière Velvet/Beige Rose 22 - SPF15,[30 ml - 1 oz],47100,1
Face,Perfection Lumière Velvet/Beige 20 - SPF15,[30 ml - 1 oz],47091,1
Face,Perfection Lumière Velvet/Beige 30 - SPF15,[30 ml - 1 oz],47093,1
Face,Perfection Lumière Velvet/Beige 40 - SPF15,[30 ml - 1 oz],47095,1
Face,Perfection Lumière Velvet/Beige 50 - SPF15,[30 ml - 1 oz],47096,1
Face,Perfection Lumière Velvet/Beige 70 - SPF15,[30 ml - 1 oz],47098,1
Face,Face Palette/Palette Essentielle Beige Clair,[9g - 0.32 oz],49153,1
Face,Face Palette/Palette Essentielle Beige Medium,[9g - 0.32 oz],49163,1
Face,Vitalumière Fluide/Clair 20 - SPF15,[30 ml - 1.0 oz],61788,1
Face,Vitalumière Fluide/Cendré 30 - SPF15,[30 ml - 1.0 oz],61790,1
Face,Vitalumière Fluide/Beige 40 - SPF15,[30 ml - 1.0 oz],61792,1
Face,Vitalumière Fluide/Naturel 50 - SPF15,[30 ml - 1.0 oz],61794,1
Face,Baume Essentiel/Transparent,[8 g - 0.28 oz],69053,1
Face,Baume Essentiel/Sculpting,[8 g - 0.28 oz],69063,1
Face,Vitalumière Aqua/Beige 21 - SPF 15,[30 ml - 1.0 oz],71633,1
Face,Vitalumière Aqua/Beige 60 - SPF15,[30 ml - 1.0 oz],71653,1
Face,Vitalumière Aqua/Caramel 91 - SPF 15,[30 ml - 1.0 oz],71693,1
Face,Vitalumière Aqua/Caramel 121 - SPF 15,[30 ml - 1.0 oz],71703,1
Face,Vitalumière Aqua/Chocolat 152 - SPF 15,[30 ml - 1.0 oz],71733,1
Face,Le Correcteur de Chanel/Rose,[7.5 g - 0.26 oz],70473,1
Face,Le Correcteur de Chanel/Vert,[7.5 g - 0.26 oz],70483,1
Face,Le Correcteur de Chanel/Abricot,[7.5 g - 0.26 oz],70493,1
Face,Le Correcteur de Chanel/Beige 10,[7.5 g - 0.26 oz],70610,1
Face,Le Correcteur de Chanel/Beige 20,[7.5 g - 0.26 oz],70620,1
Face,Le Correcteur de Chanel/Beige 40,[7.5 g - 0.26 oz],70743,1
Face,Le Correcteur de Chanel/Caramel 121,[7.5 g - 0.26 oz],70773,1
Face,Vitalumiere Aqua/Beige Rose 32  - SPF15,[30 ml - 1.0 oz],70788,1
Face,Vitalumiere Aqua/Beige 10 - SPF15,[30 ml - 1.0 oz],70780,1
Face,Vitalumiere Aqua/Beige 20  - SPF15,[30 ml - 1.0 oz],70781,1
Face,Vitalumiere Aqua/Beige 30  - SPF15,[30 ml - 1.0 oz],70782,1
Face,Vitalumiere Aqua/Beige 40 - SPF15,[30 ml - 1.0 oz],70783,1
Face,Le Teint Ultra Tenue Compact/Beige Rosé 12 - SPF15,[13 g - 0.45oz],75813,1
Face,Le Teint Ultra Tenue Compact/Beige 10 - SPF15,[13 g - 0.45oz],75863,1
Face,Le Teint Ultra Tenue Compact/Beige 20 - SPF15,[13 g - 0.45oz],75873,1
Face,Le Teint Ultra Tenue Compact/Beige 30 - SPF15,[13 g - 0.45oz],75883,1
Face,Le Teint Ultra Tenue Compact/Beige 40 - SPF15,[13 g - 0.45oz],75893,1
Face,Le Teint Ultra Tenue Compact/Beige 60 - SPF15,[13 g - 0.45oz],75913,1
Face,Les Beiges Fluide/N°10 - SPF25,[30 ml - 1.0 oz],84213,1
Face,Les Beiges Fluide/N°20 - SPF25,[30 ml - 1.0 oz],84223,1
Face,Les Beiges Fluide/N°30 - SPF25,[30 ml - 1.0 oz],84233,1
Face,Les Beiges Fluide/N°40 - SPF25,[30 ml - 1.0 oz],84243,1
Face,Les Beiges Fluide/N°60 - SPF25,[30 ml - 1.0 oz],84263,1
Face,Les Beiges Fluide/N°22 Roseé - SPF25,[30 ml - 1.0 oz],84313,1
Face,Les Beiges Fluide/N°91 Caramel - SPF25,[30 ml - 1.0 oz],84343,1
Face,Les Beiges Fluide/N°121 Caramel - SPF25,[30 ml - 1.0 oz],84353,1
Face,Les Beiges Gel Touch/N°20 SPF25,[11 g - 0.39oz],84623,1
Face,Les Beiges Gel Touch/N°30 SPF25,[11 g - 0.39oz],84643,1
Face,Les Beiges Gel Touch/N°40 SPF25,[11 g - 0.39oz],84653,1
Face,Les Beiges Gel Touch/N°50 SPF25,[11 g - 0.39oz],84663,1
Face,Les Beiges Gel Touch/N°60 SPF25,[11 g - 0.39oz],84673,1
Face,Les Beiges Gel Touch/N°91 SPF25,[11 g - 0.39oz],84703,1
Face,Les Beiges Tinted Moisturizer/Light SPF30,[30 ml - 1 oz],85323,1
Face,Les Beiges Tinted Moisturizer/Medium Light SPF30,[30 ml - 1 oz],85333,1
Face,Les Beiges Tinted Moisturizer/Medium SPF30,[30 ml - 1 oz],85343,1
Face,Les Beiges Tinted Moisturizer/Medium Plus SPF30,[30 ml - 1 oz],85353,1
Face,Les Beiges Tinted Moisturizer/Light Deep SPF30,[30 ml - 1 oz],85363,1
Face,Les Beiges Tinted Moisturizer/Deep SPF30,[30 ml - 1 oz],85373,1
Face,Les Beiges Poudre Belle Mine/N°10,[12 g - 0.42oz],86412,1
Face,Les Beiges Poudre Belle Mine/N°20,[12 g - 0.42oz],86422,1
Face,Les Beiges Poudre Belle Mine/N°30,[12 g - 0.42oz],86430,1
Face,Les Beiges Poudre Belle Mine/N°40,[12 g - 0.42oz],86442,1
Face,Les Beiges Poudre Belle Mine/N°50,[12 g - 0.42oz],86452,1
Face,Les Beiges Poudre Belle Mine/N°60,[12 g - 0.42oz],86462,1
Face,Les Beiges Powder/Beige 10 - SPF15,[12 g - 0.42oz],86413,1
Face,Les Beiges Powder/Beige 20  - SPF15,[12 g - 0.42oz],86423,1
Face,Les Beiges Powder/Beige 30  - SPF15,[12 g - 0.42oz],86433,1
Face,Les Beiges Powder/Beige 40  - SPF15,[12 g - 0.42oz],86443,1
Face,Les Beiges Powder/Beige 50  - SPF15,[12 g - 0.42oz],86453,1
Face,Les Beiges Powder/Beige 60  - SPF15,[12 g - 0.42oz],86463,1
Face,Les Beiges Healthy Glow Sheer Colour Stick/Blush N°21,[8 g - 0.28 oz],86921,1
Face,Les Beiges Healthy Glow Sheer Colour Stick/Blush N°22,[8 g - 0.28 oz],86922,1
Face,Les Beiges Glow Powder/Light,[12 g - 0.42 oz],86933,1
Face,Les Beiges Glow Powder/Medium,[12 g - 0.42 oz],86953,1
Face,Les Beiges Glow Powder/Medium Deep,[12 g - 0.42 oz],86963,1
Face,Les Beiges Glow Powder/Deep,[12 g - 0.42 oz],86973,1
Lips,Rouge Coco Gloss/Caramel,[5.5g - 0.19 oz],56716,1
Lips,Rouge Coco Gloss/Bourgeoisie,[5.5g - 0.19 oz],56718,1
Lips,Rouge Coco Gloss/Noce Moscata,[5.5g - 0.19 oz],56722,1
Lips,Rouge Coco Gloss/Icing,[5.5g - 0.19 oz],56726,1
Lips,Rouge Coco Gloss/Rose Pulpe,[5.5g - 0.19 oz],56728,1
Lips,Rouge Coco Gloss/Tendresse ,[5.5g - 0.19 oz],56732,1
Lips,Rouge Coco Gloss/Amuse-Bouche,[5.5g - 0.19 oz],56738,1
Lips,Rouge Coco Gloss/Subtil,[5.5g - 0.19 oz],56744,1
Lips,Rouge Coco Gloss/Physical,[5.5g - 0.19 oz],56746,1
Lips,Rouge Coco Gloss/Nectar,[5.5g - 0.19 oz],56748,1
Lips,Rouge Coco Gloss/Bitter Orange,[5.5g - 0.19 oz],56752,1
Lips,Rouge Coco Gloss/Chilli,[5.5g - 0.19 oz],56756,1
Lips,Rouge Coco Gloss/Amarena ,[5.5g - 0.19 oz],56758,1
Lips,Rouge Coco Gloss/Heart Beat,[5.5g - 0.19 oz],56762,1
Lips,Rouge Coco Gloss/Confusion ,[5.5g - 0.19 oz],56764,1
Lips,Rouge Coco Gloss/Caractère,[5.5g - 0.19 oz],56766,1
Lips,Rouge Coco Gloss/Décadent,[5.5g - 0.19 oz],56768,1
Lips,Rouge Coco Gloss/Liquid Bronze,[5.5g - 0.19 oz],56808,1
Lips,Rouge Coco Lip Blush/Orange Explosif,[5.5g - 0.19 oz],58412,1
Lips,Rouge Coco Lip Blush/Tender Rose ,[5.5g - 0.19 oz],58414,1
Lips,Rouge Coco Lip Blush/Teasing Pink ,[5.5g - 0.19 oz],58416,1
Lips,Rouge Coco Lip Blush/Rouge Captivant,[5.5g - 0.19 oz],58418,1
Lips,Rouge Coco Lip Blush/Burning Berry ,[5.5g - 0.19 oz],58420,1
Lips,Rouge Allure/Palpitante,[3.5 g - 0.12 oz],60102,1
Lips,Rouge Allure/Passion,[3.5 g - 0.12 oz],60104,1
Lips,Rouge Allure/Enigmatique,[3.5 g - 0.12 oz],60135,1
Lips,Rouge Allure/Melodieuse,[3.5 g - 0.12 oz],60136,1
Lips,Rouge Allure/Fouguese,[3.5 g - 0.12 oz],60138,1
Lips,Rouge Allure/Élégante,[3.5 g - 0.12 oz],60149,1
Lips,Rouge Allure/Insaisissable,[3.5 g - 0.12 oz],60152,1
Lips,Rouge Allure/Rouge Ingénue ,[3.5 g - 0.12 oz],60168,1
Lips,Rouge Allure/Independante,[3.5 g - 0.12 oz],60176,1
Lips,Rouge Allure/Séduisante,[3.5 g - 0.12 oz],60913,1
Lips,Rouge Allure/Exaltée,[3.5 g - 0.12 oz],60933,1
Lips,Rouge Allure/Extatique,[3.5 g - 0.12 oz],60943,1
Lips,Rouge Allure/Coromandel,[3.5 g - 0.12 oz],60983,1
Lips,Rouge Allure/Pirate,[3.5 g - 0.12 oz],60993,1
Lips,Rouge Allure Velvet/L'Exuberante,[3.5 g - 0.12 oz],62373,1
Lips,Rouge Allure Velvet/La Fascinante,[3.5 g - 0.12 oz],62383,1
Lips,Rouge Allure Velvet/L'Eclatante ,[3.5 g - 0.12 oz],62423,1
Lips,Rouge Allure Velvet/La Favorite,[3.5 g - 0.12 oz],62433,1
Lips,Rouge Allure Velvet/La Bouleversante,[3.5 g - 0.12 oz],62513,1
Lips,Rouge Allure Velvet/Rouge Charnel,[3.5 g - 0.12 oz],62563,1
Lips,Rouge Allure Velvet/Rouge Feu,[3.5 g - 0.12 oz],62573,1
Lips,Rouge Allure Velvet/La Secrete,[3.5 g - 0.12 oz],62613,1
Lips,Rouge Allure Velvet/Libre,[3.5 g - 0.12 oz],62623,1
Lips,Rouge Allure Velvet/Nightfall,[3.5 g - 0.12 oz],62633,1
Lips,Rouge Allure Velvet/First Light,[3.5 g - 0.12 oz],62643,1
Lips,Rouge Allure Velvet/Abstrait,[3.5 g - 0.12 oz],62693,1
Lips,Rouge Allure Velvet/Unique,[3.5 g - 0.12 oz],62703,1
Lips,Rouge Allure Velvet/N5,[3.5 g - 0.12 oz],51677,1
Lips,Rouge Allure Velvet/Infrarose,[3.5 g - 0.12 oz],62723,1
Lips,Rouge Allure Velvet Extreme/Modern,[3.5 g - 0.12 oz],62102,1
Lips,Rouge Allure Velvet Extreme/Impressive,[3.5 g - 0.12 oz],62110,1
Lips,Rouge Allure Velvet Extreme/Ideal,[3.5 g - 0.12 oz],62112,1
Lips,Rouge Allure Velvet Extreme/Epitome,[3.5 g - 0.12 oz],62114,1
Lips,Rouge Allure Velvet Extreme/Extreme,[3.5 g - 0.12 oz],62116,1
